Districts,District Name Clean,Electoral Name Clean,constituency,url,parent_district,divisions,Candidate_1,Party_1,Symbol_1,Img_1,Candidate_2,Party_2,Symbol_2,Img_2,Candidate_3,Party_3,Symbol_3,Img_3,Candidate_4,Party_4,Symbol_4,Img_4,Candidate_5,Party_5,Symbol_5,Img_5,Candidate_6,Party_6,Symbol_6,Img_6,Candidate_7,Party_7,Symbol_7,Img_7,Candidate_8,Party_8,Symbol_8,Img_8,Candidate_9,Party_9,Symbol_9,Img_9,Candidate_10,Party_10,Symbol_10,Img_10,Candidate_11,Party_11,Symbol_11,Img_11,Candidate_12,Party_12,Symbol_12,Img_12,Candidate_13,Party_13,Symbol_13,Img_13,Candidate_14,Party_14,Symbol_14,Img_14,Candidate_15,Party_15,Symbol_15,Img_15
ঢাকা,Dhaka,ঢাকা-১৩,Dhaka-13,,Dhaka,Dhaka,মিজানুর রহমান,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F8a9c4b07816b4907889f0a3bfbdf45f3_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,সোহেল রানা,স্বতন্ত্র,কলস,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F285412d130084e0db2df210fe9169a1b_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ শাহাবুদ্দিন,বাংলাদেশ মাইনরিটি জনতা পার্টি (বিএমজেপি),রকেট,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd1d15d28654142ba824060f393284af8_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ খালেকুজ্জামান,বাংলাদেশের সমাজতান্ত্রিক দল-বাসদ,মই,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F04a7a4063c0a44f1bb179eb779b62909_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ মামুনুল হক,বাংলাদেশ খেলাফত মজলিস,রিকশা,https://upload.wikimedia.org/wikipedia/commons/8/8e/Auto_Rickshaw_Election_Symbol.svg,ববি হাজ্জাজ,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,শাহরিয়ার ইফতেখার,বাংলাদেশ মুসলিম লীগ,হারিকেন,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fcab7d590f44b44f29ce45fdc31d84778_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,ফাতেমা আক্তার মুনিয়া,ইনসানিয়াত বিপ্লব বাংলাদেশ,আপেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fdb0fc5445a004cb4b4dd4dac601b8153_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,শেখ মোঃ রবিউল ইসলাম,স্বতন্ত্র,ঘুড়ি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F8f9b50d4de124cbc98e4d8f19705db75_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,
ঢাকা,Dhaka,ঢাকা-১৪,Dhaka-14,,Dhaka,Dhaka,মোঃ ওসমান আলী,বাংলাদেশ সুপ্রীম পার্টি (বি.এস.পি),একতারা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ff4b01caa2a7a4dd0bafd03e3ad1e8989_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,সৈয়দ আবু বকর সিদ্দিক,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd2bfdc26ac9e4c4b82ffca94df8a197f_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,রিয়াজ উদ্দিন,বাংলাদেশের কমিউনিস্ট পার্টি,কাস্তে,https://upload.wikimedia.org/wikipedia/commons/6/68/Election_Symbol_of_the_Communist_Party_of_Bangladesh.png,সানজিদা ইসলাম,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ হেলাল উদ্দীন,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোঃ লিটন,বাংলাদেশ রিপাবলিকান পার্টি (বিআরপি),হাতি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F749b89fee53b4b28bcf5340b60ee3495_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ জসিম উদ্দিন,গণফোরাম,উদীয়মান সূর্য,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F172be6c676d143feb6db520d78d66c34_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ সোহেল রানা,লিবারেল ডেমোক্রেটিক পার্টি - এলডিপি,ছাতা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F6c0462fc8f1141e8aa5807160eef5972_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ মনিরুজ্জামান,আমার বাংলাদেশ পার্টি (এবি পার্টি),ঈগল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F39a218184da443eb9fff10058347b090_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,নুরুল আমিন,জাতীয় সমাজতান্ত্রিক দল-জেএসডি,তারা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd560a715005a459c8609a9a4b3577a07_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মীর আহমাদ বিনকাসেম,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোঃ আবু ইউসুফ,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,,,,,,,,,,,,
ঢাকা,Dhaka,ঢাকা-১৫,Dhaka-15,,Dhaka,Dhaka,মোঃ শফিকুর রহমান,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,আহাম্মদ সাজেদুল হক,বাংলাদেশের কমিউনিস্ট পার্টি,কাস্তে,https://upload.wikimedia.org/wikipedia/commons/6/68/Election_Symbol_of_the_Communist_Party_of_Bangladesh.png,মোঃ সামসুল হক,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোঃ আশফাকুর রহমান,বাংলাদেশ জাতীয় সমাজতান্ত্রিক দল-বাংলাদেশ জাসদ,মোটরগাড়ি (কার),http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F25134c3d9c754f2d9cf1c709b78cd5d9_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,খান শোয়েব আমান উল্লাহ,জনতার দল,কলম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fcf3e881c76d14e7f9d41cf884221ba6a_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোবারক হোসেন,বাংলাদেশ সুপ্রীম পার্টি (বি.এস.পি),একতারা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fa1e51fe47bc4426c9fef62d27646722c_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ শফিকুল ইসলাম খান,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ নিলাভ পারভেজ,আমজনতার দল,প্রজাপতি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fadb1215e0d194418936eaed0a1a37e98_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ঢাকা,Dhaka,ঢাকা-১৬,Dhaka-16,,Dhaka,Dhaka,মোহাম্মাদ তৌহিদুজ্জামান,বাংলাদেশ খেলাফত আন্দোলন,বটগাছ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F41e54d5ec52947b1bbebfb4c729f360d_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আব্দুল কাদের জিলানী,বাংলাদেশ সাংস্কৃতিক মুক্তিজোট (মুক্তিজোট),ছড়ি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F2b57d25d83a1412a8580c1d58dd38ef1_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ মামুন হোসেন,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F8205b3c14d0049468fa47abd1a16130b_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আমিনুল হক,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,"আলহাজ্জ এ, কে, এম মোয়াজ্জেম হোসেন",বাংলাদেশ লেবার পার্টি,আনারস,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F47ef977f4b0e41f1b93ecbca7c874ea4_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ তারিকূল ইসলাম,ন্যাশনাল পিপলস পার্টি (এনপিপি),আম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F4bb314b391244588b19b025dff491044_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ  আব্দুল বাতেন,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোঃ নাজমুল হক,বাংলাদেশ জাতীয় পার্টি-বিজেপি,গরুর গাড়ী,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fc14c23c6ec934cadbdd3de7e49a9f025_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ সাইফুল ইসলাম,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ রাশিদুল ইসলাম,বাংলাদেশের সমাজতান্ত্রিক দল (মার্কসবাদী),কাঁচি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F1f6f7da0e37f4b5d9f2878724c44febf_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ সুলতান আহম্মেদ সেলিম,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,,,,,
ঢাকা,Dhaka,ঢাকা-১৭,Dhaka-17,,Dhaka,Dhaka,কামরুল হাসান নাসিম,বাংলাদেশ জাতীয় পার্টি,কাঁঠাল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fc62af9727a624e2d952a7d3045d886ca_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মনজুর হুমায়ুন,ইনসানিয়াত বিপ্লব বাংলাদেশ,আপেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ff884dff899644d6e907364e285714c2a_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আনিসুজ্জামান খোকন,স্বতন্ত্র,ময়ূর,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fe059b6f13934445ea37edc51e6345b25_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,তপু রায়হান,জাতীয় পার্টি - জেপি,বাইসাইকেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F6a18a010b4324ccd98baf2671a36d6a2_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আতিক আহমেদ,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,স. ম. খালিদুজ্জামান,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,কাজী এনায়েত উল্লাহ,স্বতন্ত্র,মোরগ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F349f5ef5a4f3401b8daf5dc52cb65123_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ উল্যাহ,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ শামীম আহমদ,বাংলাদেশ কংগ্রেস,ডাব,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F1ac7141876e54515b4b9cfe90d98735c_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,তারেক রহমান,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,"এস, এম, আবুল কালাম আজাদ",বাংলাদেশ ন্যাশনালিস্ট ফ্রন্ট (বিএনএফ),টেলিভিশন,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F83b98ebd6dfe479b9b1fc1faf0e3b272_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,
ঢাকা,Dhaka,ঢাকা-১৮,Dhaka-18,,Dhaka,Dhaka,আরিফুল ইসলাম,জাতীয় নাগরিক পার্টি-এনসিপি,শাপলা কলি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F71c403f738c048a09b209735487fa7a2_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আনোয়ার হোসেন,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ মহিউদ্দিন হাওলাদার,স্বতন্ত্র,রেল ইঞ্জিন,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fcce3ca0cd8534928a1e4ab4ffee5c2f7_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ জাকির হোসেন,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,সৈয়দ হারুন -অর - রশীদ,বাংলাদেশের সমাজতান্ত্রিক দল-বাসদ,মই,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Feeec52b3e1f844c4812f1d6f9a8a85e7_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,"মিসেস, সাবিনা জাবেদ",ন্যাশনাল পিপলস পার্টি (এনপিপি),আম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fee18e2feac8f41eaaa08081e2bd5ce83_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,"এস, এম, জাহাঙ্গীর হোসেন",বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ জসিম উদ্দিন‌‌‌,বাংলাদেশ ইসলামী ফ্রন্ট,মোমবাতি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F3b9abfb0e9744a7cbfe2fa498b5000dc_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ ইসমাইল হোসেন,স্বতন্ত্র,হরিণ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fa8add417d2cd4588aace6a3e1558dae9_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মাহমুদুর রহমান মান্না,নাগরিক ঐক্য,কেটলি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F5b5652926e784277addcd74c6af79fbc_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,
ঢাকা,Dhaka,ঢাকা-১৯,Dhaka-19,,Dhaka,Dhaka,চৌধুরী হাসান সারওয়ার্দী,লিবারেল ডেমোক্রেটিক পার্টি - এলডিপি,ছাতা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ffc356bd5b92d403992526aba697a2784_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ ইসরাফিল হোসেন সাভারী,ন্যাশনাল পিপলস পার্টি (এনপিপি),আম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F9975d51bb0bc4876a1777d0d00878396_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ বাহাদুর ইসলাম,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,শেখ শওকত হোসেন,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F9cf3d48d64cc4953a544954ad5d3531a_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ ফারুক খান,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,দেওয়ান মোহাম্মদ সালাউদ্দিন,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ কামরুল,বাংলাদেশ মুসলিম লীগ,হারিকেন,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F58d1c78ff4fd401fba575a9bef3a7872_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,দিলশানা পারুল,জাতীয় নাগরিক পার্টি-এনসিপি,শাপলা কলি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F3773ec463f4e4f99ab9259821802d28c_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ঢাকা,Dhaka,ঢাকা-২০,Dhaka-20,,Dhaka,Dhaka,নাবিলা তাসনিদ,জাতীয় নাগরিক পার্টি-এনসিপি,শাপলা কলি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F9bc2baea8c1d4704a11c611d28e62ab8_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আশরাফ আলী,খেলাফত মজলিস,দেওয়াল ঘড়ি,https://upload.wikimedia.org/wikipedia/commons/c/c6/Wall_clock%2C_Election_Symbol_of_the_Khelafat_Majlis.png,মোঃ তমিজ উদ্দিন,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,আহছান খান,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,হেলাল উদ্দিন আহাম্মদ,আমার বাংলাদেশ পার্টি (এবি পার্টি),ঈগল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ff62cd105f4da46308b998e0491e09321_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আরজু মিয়া,বাংলাদেশ জাতীয় সমাজতান্ত্রিক দল-বাংলাদেশ জাসদ,মোটরগাড়ি (কার),http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F00e29a693b12404d91bfba2fffd5a807_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
গোপালগঞ্জ,Gopalganj,গোপালগঞ্জ-১,Gopalganj-1,,Gopalganj,Dhaka,মোহাম্মাদ মিজানুর রহমান,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,"এম,আনিসুল ইসলাম",স্বতন্ত্র,ঘোড়া,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ff74ee12f39ef4027abf6c3515c39dd65_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আশ্রাফুল আলম,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F7b79ef3c78024acbbed92e8dfc1a5774_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ সেলিমুজ্জামান মোল্যা,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ কাইউম আলী খান,স্বতন্ত্র,কলস,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F43d3695dc6b14c4a923279672540f9ad_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মুহাম্মাদ আবদুল হামীদ মোল্লা,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,নীরদ বরন মজুমদার,বাংলাদেশের কমিউনিস্ট পার্টি,কাস্তে,https://upload.wikimedia.org/wikipedia/commons/6/68/Election_Symbol_of_the_Communist_Party_of_Bangladesh.png,সুলতান জামান খান,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
গোপালগঞ্জ,Gopalganj,গোপালগঞ্জ-২,Gopalganj-2,,Gopalganj,Dhaka,কামরুজ্জামান  ভূইয়া,স্বতন্ত্র,টেলিফোন,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fb7c0836070914aacba8e45ca18b39e49_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,রনী মোল্লা,স্বতন্ত্র,তালা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fedf5b1951b0d4aa9a1b5f589dacfe7e4_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মাহমুদ হাসান,জাকের পার্টি,গোলাপ ফুল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fb4e246b19b1b4952932d3cdf4f75d34d_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,শুয়াইব ইবরাহীম,বাংলাদেশ খেলাফত মজলিস,রিকশা,https://upload.wikimedia.org/wikipedia/commons/8/8e/Auto_Rickshaw_Election_Symbol.svg,মোঃ সিরাজুল ইসলাম সিরাজ,স্বতন্ত্র,টেবিল ঘড়ি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F01ba41ee97c6464c9bbf0c891f6d19a2_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,দ্বীন মোহাম্মাদ,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F009d23700583490fbfb2760347019634_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,উৎপল বিশ্বাস,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F0fce463c1c7a4907bc9928d8fb4f0583_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,"এম, এইচ খান মনজু",স্বতন্ত্র,হরিণ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fda717e5f72db4bbcaaedd16d99e0fdcf_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,শাহ মফিজ,গণফোরাম,উদীয়মান সূর্য,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fc2105835b51a4253a71bf82fb5b4dab6_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,কে এম বাবর,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,তসলিম শিকদার,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,রিয়াজ সারোয়ার মোল্যা,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,
গোপালগঞ্জ,Gopalganj,গোপালগঞ্জ-৩,Gopalganj-3,,Gopalganj,Dhaka,গোবিন্দ চন্দ্র প্রামাণিক,স্বতন্ত্র,ঘোড়া,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F3dfa5e6d6aab408fb4024dcbcab273dc_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ মারুফ শেখ,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ হাবিবুর রহমান,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F2e94f202c050430eb7b3dee8dc64ee9b_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আঃ আজিজ,বাংলাদেশ খেলাফত মজলিস,রিকশা,https://upload.wikimedia.org/wikipedia/commons/8/8e/Auto_Rickshaw_Election_Symbol.svg,শেখ সালাউদ্দিন,ন্যাশনাল পিপলস পার্টি (এনপিপি),আম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F7f3005abb85f4b59b29e2bff602f93cf_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,দুলাল চন্দ্র বিশ্বাস,গণফোরাম,উদীয়মান সূর্য,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F4ac908867d984bf482fc2925ff59eccf_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,"এস, এম, জিলানী",বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,আবুল বসার,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F4dd31697bda1496ea8add4667fcca307_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
